participant_private_id,participant_device_type,participant_browser,spreadsheet_name,spreadsheet_row,trial_number,rt,response,correct,answer,condition,fricative,minimal_pair,syllable,item,visual_cues,logfreq,intensity,hasCue,cog,vowel,f1,f2,loudness_accuracy,mcgurk_rate,glasses,impairment,age,gender,country,country_text,education,political,mask_after,mask_before,mask_people,mask_perception,mask_spread,mask_freedom,mask_vulnerable
4373971,mobile,Mobile Safari 14.1.1,nm_1,46,3,468.99999999998545,S,TRUE,S,NM,SS,pair,onset,sigh,FALSE,3.66,41.37901249,0,5979,aɪ,509.30414504772887,1388.106480031303,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,43,4,717.0000000000146,S,TRUE,S,NM,SS,pair,coda,mess,FALSE,4.79,36.17035307,0,5457,ɛ,628.444388543489,1653.820775737603,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,58,5,384,SH,FALSE,TH,NM,TH,pair,onset,thin,TRUE,4.48,30.14064943,2,2954,ɪ,424.2859030964207,1971.0932396265157,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,50,7,474,S,TRUE,S,NM,SS,pair,onset,soul,FALSE,4.53,40.65935899,0,5973,əʊ,488.7883811553887,837.4153882714268,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,38,10,741,SH,TRUE,SH,NM,SH,pair,onset,shore,FALSE,4.12,37.97554534,0,4134,ɔ:,466.6179707694524,1175.1149784517122,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,23,11,556.9999999999854,F,TRUE,F,NM,FF,pair,coda,oaf,TRUE,2.7,27.98698369,1,6466,əʊ,472.57339295927466,1180.0522494371749,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,52,13,1108.9999999999854,TH,TRUE,TH,NM,TH,pair,coda,loath,TRUE,2.69,27.1697819,1,4313,əʊ,449.7029396444894,1115.2451376787778,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,56,14,478.00000000001455,TH,TRUE,TH,NM,TH,pair,onset,thaw,TRUE,3.27,28.96203439,2,8045,ɔ:,435.1453476697292,808.8805808693594,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,54,15,1827.000000000029,TH,TRUE,TH,NM,TH,pair,coda,ruth,TRUE,4.39,29.52085089,1,3193,u:,356.2940484527308,1278.746062263053,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,41,16,895,S,TRUE,S,NM,SS,pair,coda,ass,FALSE,4.09,39.03014753,0,5034,a,718.4349765510347,1476.9724719998735,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,55,17,565,TH,TRUE,TH,NM,TH,pair,coda,wreath,TRUE,3.28,26.84374713,2,6030,i:,349.13545342914,2016.8549233676465,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,33,18,512,SH,TRUE,SH,NM,SH,pair,coda,mesh,FALSE,3.27,33.56798697,0,3601,ɛ,558.9508597606649,1699.9650124253706,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,60,22,771,TH,TRUE,TH,NM,TH,pair,onset,thought,TRUE,5.84,30.03527609,2,7602,ɔ:,454.5535158131208,1126.436300020404,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,28,23,449,F,TRUE,F,NM,FF,pair,onset,foal,TRUE,3.15,28.57906601,1,9802,əʊ,452.4908077590797,806.181080281329,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,21,24,2601,TH,FALSE,F,NM,FF,pair,coda,deaf,TRUE,3.9,27.47261099,1,6129,e,609.7158180834749,1637.553975745216,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,36,25,543,SH,TRUE,SH,NM,SH,pair,onset,shin,FALSE,3.3,38.63219732,0,3542,ɪ,428.0573131118717,2012.7319368425408,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,37,26,454,SH,TRUE,SH,NM,SH,pair,onset,shoal,FALSE,3.04,37.64432653,0,3948,əʊ,500.6312383937159,1031.0206693781254,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,42,27,402.0000000000291,S,TRUE,S,NM,SS,pair,coda,lease,FALSE,3.84,39.49037225,0,5490,i:,287.40550444881274,2354.793065190407,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,48,28,421.0000000000291,S,TRUE,S,NM,SS,pair,onset,sore,FALSE,4.06,44.26134749,0,5943,ɔ:,437.5607903939694,1155.5882277347737,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,49,29,565,TH,FALSE,S,NM,SS,pair,onset,sought,FALSE,4.13,42.84970627,0,5753,ɔ:,449.13357223033415,1000.69297730879,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,59,30,436.0000000000291,TH,TRUE,TH,NM,TH,pair,onset,thole,TRUE,1.54,30.4873532,2,8529,əʊ,487.9462078116454,945.9301497091374,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,25,31,565,F,TRUE,F,NM,FF,pair,coda,roof,TRUE,4.72,32.55925052,1,5188,u:,441.0453789240863,1379.6535606635946,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
4373971,mobile,Mobile Safari 14.1.1,nm_1,26,32,438.9999999999709,F,TRUE,F,NM,FF,pair,onset,fie,TRUE,2.47,30.77713035,1,8472,aɪ,498.69053418185376,1402.6273181156027,0.8,0.5,No,No,19,female,Other (please specify),The Russian Federation,high school,prefer not to say,5,1,4,4,3,5,4
